SplitID,Threads,VDD,TechType,Channel_UCS,SelectiveGate,Type,Xucs_Crystal,Zucs_Crystal,Sl_GPa,Sw_GPa,Sh_GPa,GeMoleCh,GeMoleSD,Nstop,Nsde,Nch,Tiox,Thfo2,Tspacer,W,H,Lg,Temperature,SiOCN_perm,iOxide_perm,HfO2_perm,WF_init,deltaVGATE,semi_name,vert_semi,horiz_semi,ox,WF,dg_coeff,peak_posX,peak_posY,TargetPoints,Parent_Path,rect_mesh_node,DG_target_node,DG_error,Ninv_error,vert_semi_opt,horiz_semi_opt,ox_opt,WF_opt,dosFin,dosStop,mnFin,mnStop,alpha1_Fin,alpha2_Fin,alpha3_Fin,alpha1_Stop,alpha2_Stop,alpha3_Stop,TotalMCsimTime,IDLIN_MC_uA,IDSAT_MC_uA,IOFF_MC_nA,VTL_MC_mV,VTS_MC_mV,SSlin_MC_mVdec,SSsat_MC_mVdec,genopt_RMSDCost,NinvOn_error
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.18218600014246442,0.14265488207723406,0.25843369338491412,4.7812567756582887,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.188204415825,0.0314266664607,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.13492319574643494,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.18218600014246442,0.14265488207723406,0.25843369338491412,4.782256775658289,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.190039436312,0.0206207526312,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.13516693899186266,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.18218600014246442,0.14265488207723406,0.2590294445755173,4.7812567756582887,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.188376335355,0.0313305739469,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.13503193804730346,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.18218600014246442,0.14298373554339677,0.25843369338491412,4.7812567756582887,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.188066879815,0.0309030413193,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.13476674153167764,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.18260598224725308,0.14265488207723406,0.25843369338491412,4.7812567756582887,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.188410554612,0.0314091919317,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.13506493702475819,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.15052567171623557,0.12517536439166005,0.22434931651901205,4.7842114085495329,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.175972505375,0.0379817158597,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.12729676623465616,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.15052567171623557,0.12517536439166005,0.22434931651901205,4.7852114085495332,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.177411666569,0.02717832714,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.12691249130979759,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.15052567171623557,0.12517536439166005,0.22486649510620246,4.7842114085495329,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.176093078804,0.0378826790334,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.12736535983818237,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.15052567171623557,0.12546392340807067,0.22434931651901205,4.7842114085495329,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.175825286071,0.0374061336873,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.12710969683580625,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.15087266922637727,0.12517536439166005,0.22434931651901205,4.7842114085495329,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.176156328634,0.0379727106442,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.12742248402750189,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.10173756563117979,0.10212255970885051,0.16638379680171878,4.7918058583332019,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.163120095001,0.0303719803484,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.11732566339769586,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.10173756563117979,0.10212255970885051,0.16638379680171878,4.7928058583332023,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.163596952759,0.0195675033062,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.11650504310472706,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.10173756563117979,0.10212255970885051,0.16676735106565163,4.7918058583332019,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.163121526027,0.0302415902942,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.11730981637718876,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.10173756563117979,0.10235797652210393,0.16638379680171878,4.7918058583332019,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.163021214872,0.0296774697308,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.1171679749504218,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.1019720949414256,0.10212255970885051,0.16638379680171878,4.7918058583332019,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.163193639392,0.0303458960725,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.1173734155301981,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.10392714279498963,0.11217536597832994,0.16828288097138544,4.7915896351155034,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.159947176306,0.00426788134558,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.11313998855277164,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.10392714279498963,0.11217536597832994,0.16828288097138544,4.7925896351155037,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.160455935304,0.00653118041794,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.11355343123819095,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.10392714279498963,0.11217536597832994,0.16867081307645931,4.7915896351155034,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.15994063207,0.00415225653727,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.11313321135127036,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.10392714279498963,0.11243395690338552,0.16828288097138544,4.7915896351155034,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.159859358684,0.00360579961855,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.11306638835159834,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.10416671960188795,0.11217536597832994,0.16828288097138544,4.7915896351155034,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.160021596099,0.00425246114673,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.11319230239701801,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.12228507350556278,0.15191721926286575,0.18730529868407747,4.7853688130796774,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.149065716061,0.0131066475249,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.10581203124909909,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.12228507350556278,0.15191721926286575,0.18730529868407747,4.7863688130796778,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.150218306993,0.0239082831933,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.10755730045211767,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.12228507350556278,0.15191721926286575,0.18773708199079636,4.7853688130796774,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.149075917345,0.0131778106756,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.10582363589117327,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.12228507350556278,0.15226742462139914,0.18730529868407747,4.7853688130796774,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.148977225791,0.013646903485,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.10578386403207131,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.12256696971336657,0.15191721926286575,0.18730529868407747,4.7853688130796774,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.149166359646,0.0131208820195,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.1058838051710682,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.47476170816887076,2.4290025666339687,0.44597559923651836,4.7279999999999998,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.727811979298,0.315442091417,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.56089838217238752,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.47476170816887076,2.4290025666339687,0.44597559923651836,4.7290000000000001,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.732630642817,0.304640407472,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.56104965763252934,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.47476170816887076,2.4290025666339687,0.44700367916969252,4.7279999999999998,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.727915842272,0.315438859795,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.56096485972800691,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.47476170816887076,2.4346019958418896,0.44597559923651836,4.7279999999999998,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.728507127834,0.315371006835,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.56132945195182193,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.47585614693647033,2.4290025666339687,0.44597559923651836,4.7279999999999998,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.729049905634,0.31543562822,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.56169983107327459,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.13462233745007721,0.18488834674732821,0.19918071278432636,4.7813036693417637,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.141681163121,0.0147375285384,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.10072424417869702,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.13462233745007721,0.18488834674732821,0.19918071278432636,4.782303669341764,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.143230793221,0.0255409769085,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.10287711511351148,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.13462233745007721,0.18488834674732821,0.19963987174782,4.7813036693417637,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.141709221555,0.0147940349951,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.10074811895306116,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.13462233745007721,0.18531455840441005,0.19918071278432636,4.7813036693417637,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.141606620342,0.0152032676323,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.10070644038834524,
