SplitID,Threads,VDD,TechType,Channel_UCS,SelectiveGate,Type,Xucs_Crystal,Zucs_Crystal,Sl_GPa,Sw_GPa,Sh_GPa,GeMoleCh,GeMoleSD,Nstop,Nsde,Nch,Tiox,Thfo2,Tspacer,W,H,Lg,Temperature,SiOCN_perm,iOxide_perm,HfO2_perm,WF_init,deltaVGATE,semi_name,vert_semi,horiz_semi,ox,WF,dg_coeff,Vd,Vg,peak_posX,peak_posY,TargetPoints,Parent_Path,rect_mesh_node,DG_target_node,DG_error,Ninv_error,vert_semi_opt,horiz_semi_opt,ox_opt,WF_opt,dosFin,dosStop,mnFin,mnStop,alpha1_Fin,alpha2_Fin,alpha3_Fin,alpha1_Stop,alpha2_Stop,alpha3_Stop,TotalMCsimTime,IDLIN_MC_uA,IDSAT_MC_uA,IOFF_MC_nA,VTL_MC_mV,VTS_MC_mV,SSlin_MC_mVdec,SSsat_MC_mVdec,genopt_RMSDCost,NinvOn_error,deltaVt_Target_V,WF_gmc_Ioff
,,,,,,,,,,,,,,,,,,,,,,1523  sec,,,,,,12042  sec,,,,,79  sec,2  sec,,62  sec,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00220169349061,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,75,6.9,1.1,0.1336,0.5893,0.1376,4.7283,2.9246e+19,2.9246e+19,0.8348,x,6.2483,1.4166,0.1670,6.2483,1.4166,0.1670,138h_34m_58s,x,52.1,2.10e+02,x,-18.2,x,118.6,0.05013508349691817,5.2,0.3941,4.384
,,,,,,,,,,,,,,,,,,,,,,1523  sec,,,,,,12042  sec,,,,,79  sec,2  sec,,62  sec,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00220169349061,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,75,6.9,1.1,0.1336,0.5893,0.1376,4.7283,2.9246e+19,2.9246e+19,0.8348,x,6.2483,1.4166,0.1670,6.2483,1.4166,0.1670,,,,,,,,,0.05013508349691817,5.2,,
,,,,,,,,,,,,,,,,,,,,,,1523  sec,,,,,,12042  sec,,,,,79  sec,2  sec,,63  sec,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00220169349061,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,75,6.9,1.1,0.1336,0.5893,0.1376,4.7283,2.9246e+19,2.9246e+19,0.8348,x,6.2483,1.4166,0.1670,6.2483,1.4166,0.1670,,,,,,,,,0.05013508349691817,5.2,,
,,,,,,,,,,,,,,,,,,,,,,1523  sec,,,,,,12042  sec,,,,,79  sec,2  sec,,67  sec,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00220169349061,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,75,6.9,1.1,0.1336,0.5893,0.1376,4.7283,2.9246e+19,2.9246e+19,0.8348,x,6.2483,1.4166,0.1670,6.2483,1.4166,0.1670,,,,,,,,,0.05013508349691817,5.2,,
,,,,,,,,,,,,,,,,,,,,,,1523  sec,,,,,,12042  sec,,,,,79  sec,2  sec,,71  sec,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00220169349061,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,75,6.9,1.1,0.1336,0.5893,0.1376,4.7283,2.9246e+19,2.9246e+19,0.8348,x,6.2483,1.4166,0.1670,6.2483,1.4166,0.1670,,,,,,,,,0.05013508349691817,5.2,,
,,,,,,,,,,,,,,,,,,,,,,1523  sec,,,,,,12042  sec,,,,,79  sec,2  sec,,76  sec,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00220169349061,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,75,6.9,1.1,0.1336,0.5893,0.1376,4.7283,2.9246e+19,2.9246e+19,0.8348,x,6.2483,1.4166,0.1670,6.2483,1.4166,0.1670,,,,,,,,,0.05013508349691817,5.2,,
,,,,,,,,,,,,,,,,,,,,,,1523  sec,,,,,,12042  sec,,,,,79  sec,2  sec,,79  sec,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00220169349061,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,75,6.9,1.1,0.1336,0.5893,0.1376,4.7283,2.9246e+19,2.9246e+19,0.8348,x,6.2483,1.4166,0.1670,6.2483,1.4166,0.1670,,,,,,,,,0.05013508349691817,5.2,,
,,,,,,,,,,,,,,,,,,,,,,1523  sec,,,,,,12042  sec,,,,,79  sec,2  sec,,82  sec,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00220169349061,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,75,6.9,1.1,0.1336,0.5893,0.1376,4.7283,2.9246e+19,2.9246e+19,0.8348,x,6.2483,1.4166,0.1670,6.2483,1.4166,0.1670,,,,,,,,,0.05013508349691817,5.2,,
,,,,,,,,,,,,,,,,,,,,,,1523  sec,,,,,,12042  sec,,,,,79  sec,2  sec,,86  sec,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00220169349061,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,75,6.9,1.1,0.1336,0.5893,0.1376,4.7283,2.9246e+19,2.9246e+19,0.8348,x,6.2483,1.4166,0.1670,6.2483,1.4166,0.1670,,,,,,,,,0.05013508349691817,5.2,,
,,,,,,,,,,,,,,,,,,,,,,1523  sec,,,,,,12042  sec,,,,,79  sec,2  sec,,87  sec,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00220169349061,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,75,6.9,1.1,0.1336,0.5893,0.1376,4.7283,2.9246e+19,2.9246e+19,0.8348,x,6.2483,1.4166,0.1670,6.2483,1.4166,0.1670,,,,,,,,,0.05013508349691817,5.2,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,39  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,32h_45m_47s,17.4,x,x,211.3,x,51.1,x,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,39  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,38  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,43  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,41  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,40  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,39  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,39  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,37  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,37  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,42  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,54h_30m_48s,x,91.4,8.22e-02,x,187.7,x,51.9,0.021988630260778658,3.6,0.0044,4.334
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,43  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,43  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,45  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,44  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,44  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,58  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,75  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,93  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,198  sec,,,,,11  sec,2  sec,,108  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00189612429745,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,76,3.1,0.6,0.2027,0.1025,0.0675,4.3189,2.0289e+19,2.0289e+19,1.1174,x,5.5128,10.9019,0.2235,5.5128,10.9019,0.2235,,,,,,,,,0.021988630260778658,3.6,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,160  sec,,,,,11  sec,1  sec,,29  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00192853359682,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,77,1.6,0.2,0.2513,0.0850,0.0772,4.3317,4.6459e+19,4.6459e+19,1.1365,x,4.5225,13.3707,0.2273,4.5225,13.3707,0.2273,33h_12m_36s,16.0,x,x,123.2,x,92.3,x,0.011691902702549932,3.1,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,160  sec,,,,,11  sec,1  sec,,31  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00192853359682,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,77,1.6,0.2,0.2513,0.0850,0.0772,4.3317,4.6459e+19,4.6459e+19,1.1365,x,4.5225,13.3707,0.2273,4.5225,13.3707,0.2273,,,,,,,,,0.011691902702549932,3.1,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,160  sec,,,,,11  sec,1  sec,,30  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00192853359682,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,77,1.6,0.2,0.2513,0.0850,0.0772,4.3317,4.6459e+19,4.6459e+19,1.1365,x,4.5225,13.3707,0.2273,4.5225,13.3707,0.2273,,,,,,,,,0.011691902702549932,3.1,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,160  sec,,,,,11  sec,1  sec,,31  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00192853359682,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,77,1.6,0.2,0.2513,0.0850,0.0772,4.3317,4.6459e+19,4.6459e+19,1.1365,x,4.5225,13.3707,0.2273,4.5225,13.3707,0.2273,,,,,,,,,0.011691902702549932,3.1,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,160  sec,,,,,11  sec,1  sec,,28  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00192853359682,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,77,1.6,0.2,0.2513,0.0850,0.0772,4.3317,4.6459e+19,4.6459e+19,1.1365,x,4.5225,13.3707,0.2273,4.5225,13.3707,0.2273,,,,,,,,,0.011691902702549932,3.1,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,160  sec,,,,,11  sec,1  sec,,27  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00192853359682,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,77,1.6,0.2,0.2513,0.0850,0.0772,4.3317,4.6459e+19,4.6459e+19,1.1365,x,4.5225,13.3707,0.2273,4.5225,13.3707,0.2273,,,,,,,,,0.011691902702549932,3.1,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,160  sec,,,,,11  sec,1  sec,,27  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00192853359682,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,77,1.6,0.2,0.2513,0.0850,0.0772,4.3317,4.6459e+19,4.6459e+19,1.1365,x,4.5225,13.3707,0.2273,4.5225,13.3707,0.2273,,,,,,,,,0.011691902702549932,3.1,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,160  sec,,,,,11  sec,1  sec,,27  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00192853359682,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,77,1.6,0.2,0.2513,0.0850,0.0772,4.3317,4.6459e+19,4.6459e+19,1.1365,x,4.5225,13.3707,0.2273,4.5225,13.3707,0.2273,,,,,,,,,0.011691902702549932,3.1,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,160  sec,,,,,11  sec,1  sec,,26  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00192853359682,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,77,1.6,0.2,0.2513,0.0850,0.0772,4.3317,4.6459e+19,4.6459e+19,1.1365,x,4.5225,13.3707,0.2273,4.5225,13.3707,0.2273,,,,,,,,,0.011691902702549932,3.1,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,160  sec,,,,,11  sec,1  sec,,24  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00192853359682,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,77,1.6,0.2,0.2513,0.0850,0.0772,4.3317,4.6459e+19,4.6459e+19,1.1365,x,4.5225,13.3707,0.2273,4.5225,13.3707,0.2273,,,,,,,,,0.011691902702549932,3.1,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,160  sec,,,,,11  sec,1  sec,,31  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00192853359682,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,77,1.6,0.2,0.2513,0.0850,0.0772,4.3317,4.6459e+19,4.6459e+19,1.1365,x,4.5225,13.3707,0.2273,4.5225,13.3707,0.2273,44h_06m_22s,x,86.2,3.61e+01,x,81.1,x,89.1,0.011691902702549932,3.1,-0.2279,4.566
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,160  sec,,,,,11  sec,1  sec,,31  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00192853359682,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,77,1.6,0.2,0.2513,0.0850,0.0772,4.3317,4.6459e+19,4.6459e+19,1.1365,x,4.5225,13.3707,0.2273,4.5225,13.3707,0.2273,,,,,,,,,0.011691902702549932,3.1,,
,,,,,,,,,,,,,,,,,,,,,,1275  sec,,,,,,160  sec,,,,,11  sec,1  sec,,31  sec,-0.0233999993652,-3.55332389325e-18,0.0 0.00192853359682,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,45,77,1.6,0.2,0.2513,0.0850,0.0772,4.3317,4.6459e+19,4.6459e+19,1.1365,x,4.5225,13.3707,0.2273,4.5225,13.3707,0.2273,,,,,,,,,0.011691902702549932,3.1,,
