"" 117 bbox x
"" 118 bbox x
"" 119 bbox x
"" 120 bbox x
"" 121 bbox x
"" 122 bbox x
"" 123 bbox x
"" 124 bbox x
"" 125 bbox x
"" 126 bbox x
"" 127 bbox x
"" 128 bbox x
"" 129 bbox x
"" 130 bbox x
1619208664 117 bbox {-8.0 0.0 127.0 169.0}
1619208664 118 bbox {-8.0 0.0 82.0 169.0}
1619208664 119 bbox {-8.0 -13.0 127.0 182.0}
1619208664 120 bbox {-8.0 -13.0 82.0 182.0}
1619208664 121 bbox {-8.0 13.0 127.0 156.0}
1619208664 122 bbox {-8.0 13.0 82.0 156.0}
1619208664 123 bbox {-8.0 0.0 127.0 169.0}
1619208664 124 bbox {-8.0 -13.0 127.0 182.0}
1619208677 125 bbox {-8.0 13.0 127.0 156.0}
1619208677 126 bbox {-25.5 0.0 124.5 190.0}
1619208677 127 bbox {-26.0 0.0 125.0 242.0}
1619208679 128 bbox {-25.5 0.0 124.5 190.0}
1619208677 129 bbox {-25.5 0.0 124.5 190.0}
1619208677 130 bbox {-25.5 0.0 124.5 190.0}
"" 117 pins x
"" 118 pins x
"" 119 pins x
"" 120 pins x
"" 121 pins x
"" 122 pins x
"" 123 pins x
"" 124 pins x
"" 125 pins x
"" 126 pins x
"" 127 pins x
"" 128 pins x
"" 129 pins x
"" 130 pins x
1619208664 117 pins "vdd vss a z VBP VBN"
1619208664 118 pins "vdd vss a z VBP VBN"
1619208664 119 pins "vdd vss a z VBP VBN"
1619208664 120 pins "vdd vss a z VBP VBN"
1619208664 121 pins "vdd vss a z VBP VBN"
1619208664 122 pins "vdd vss a z VBP VBN"
1619208664 123 pins "vdd vss a b z VBP VBN"
1619208664 124 pins "vdd vss a b z VBP VBN"
1619208677 125 pins "vdd vss a b z VBP VBN"
1619208677 126 pins "BLBD BLBU BLD BLU VDD VSS WLL WLR VBP VBN"
1619208677 127 pins "BLBD BLBU BLD BLU VDD VSS WLL WLR VBP VBN"
1619208679 128 pins "BLBD BLBU BLD BLU VDD VSS WLL WLR VBP VBN"
1619208677 129 pins "BLBD BLBU BLD BLU VDD VSS WLL WLR VBP VBN"
1619208677 130 pins "BLBD BLBU BLD BLU VDD VSS WLL WLR VBP VBN"
1619208664 117 devices {4 2 2}
1619208664 118 devices {2 1 1}
1619208664 119 devices {4 2 2}
1619208664 120 devices {2 1 1}
1619208664 121 devices {4 2 2}
1619208664 122 devices {2 1 1}
1619208664 123 devices {4 2 2}
1619208664 124 devices {4 2 2}
1619208677 125 devices {4 2 2}
1619208677 126 devices {6 2 4}
1619208677 127 devices {6 2 4}
1619208679 128 devices {6 2 4}
1619208677 129 devices {6 2 4}
1619208677 130 devices {6 2 4}
1619212881 355 Sigma -3.17793e-01 -1.83006e+00 -2.85216e-01 -2.03279e-01 -1.60456e+00 2.57184e-01
1619212753 356 Sigma -3.17793e-01 -1.83006e+00 -2.85216e-01 -2.03279e-01 -1.60456e+00 2.57184e-01
1619212737 357 Sigma 5.09107e-01 2.91440e-01 -1.76502e+00 -1.37916e+00 1.58231e+00 -1.73948e+00
1619212757 358 Sigma -1.24360e+00 1.67001e+00 5.04458e-01 -9.76511e-01 4.01009e-01 -1.36455e+00
1619212761 359 Sigma -1.27460e+00 8.52594e-01 -5.46630e-01 -7.83015e-01 5.68147e-01 2.30507e+00
1619212754 360 Sigma -3.44119e-01 1.59972e+00 -1.80261e+00 -2.24253e+00 7.16438e-01 2.05924e+00
1619213138 361 Sigma 3.69069e-01 4.54877e-01 1.23683e-01 2.09186e-01 4.56700e-01 -6.96591e-01
1619213158 362 Sigma 5.97446e-02 -1.08945e-02 -1.07014e+00 6.31917e-01 -9.02320e-01 4.31898e-01
1619213164 363 Sigma -8.93317e-01 -1.39427e-01 2.56206e+00 -8.01271e-01 8.65296e-01 4.97025e-01
1619213162 364 Sigma 1.17314e+00 4.33234e-01 2.54048e-01 -1.94882e-01 -1.30489e-01 -1.56667e+00
1619213168 365 Sigma 7.12920e-01 5.22865e-01 1.38106e+00 7.90637e-01 4.84893e-01 9.11598e-01
1619213271 366 Sigma 1.19466e+00 2.45244e-01 1.64428e+00 2.84985e-02 -1.49556e-01 3.63662e-01
1619213536 367 Sigma -8.98797e-01 4.71701e-01 1.48399e+00 -2.57908e-01 -6.36583e-02 1.41190e+00
1619213570 368 Sigma -1.30864e+00 1.91375e-01 7.02077e-01 -3.16836e-01 1.36383e+00 -6.09585e-01
1619213568 369 Sigma -9.02123e-01 1.03585e+00 1.26743e+00 8.82249e-01 4.57709e-01 -3.87218e-01
1619213578 370 Sigma -1.47938e+00 -2.78723e-01 8.44242e-01 -3.13053e-01 -4.01053e-01 -1.80557e+00
1619213564 371 Sigma 5.55597e-01 -1.97056e-01 -1.87939e-01 -5.21721e-01 -5.06392e-01 -1.53669e-01
1619213666 372 Sigma -2.14183e-01 -8.01859e-01 -9.69328e-01 2.70289e+00 1.08186e+00 1.32539e+00
1619214002 373 Sigma 1.69224e-01 9.84759e-01 -4.65074e-02 -6.65339e-01 1.31420e-01 -1.28876e+00
1619214071 374 Sigma -1.07659e+00 -5.13052e-01 -1.15003e+00 -6.71971e-01 5.46272e-01 -4.69974e-01
1619214080 375 Sigma 2.08572e-01 3.01709e-01 -1.62050e+00 -4.82633e-01 7.81979e-01 -1.03819e+00
