"" 30 peak_posX -0.023199999705
"" 30 peak_posY -3.55332389325e-18
"" 30 TargetPoints 0.0 0.00193322717868
"" 30 Parent_Path /nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.03-BIC2022_FinFET_ALDHKMG_TCAD_Nominal_Temperature
"" 30 rect_mesh_node 45
"" 30 DG_target_node 76
"" 30 DG_error 0.117189644151
"" 38 DG_error 0
"" 43 DG_error 0
"" 49 DG_error 0
"" 53 DG_error 0
"" 56 DG_error 0
"" 62 DG_error 0
"" 67 DG_error 0
"" 73 DG_error 0
"" 77 DG_error 0
"" 80 DG_error 0
"" 86 DG_error 0
"" 91 DG_error 0
"" 97 DG_error 0
"" 101 DG_error 0
"" 104 DG_error 0
"" 110 DG_error 0
"" 115 DG_error 0
"" 121 DG_error 0
"" 125 DG_error 0
"" 128 DG_error 0
"" 134 DG_error 0
"" 139 DG_error 0
"" 145 DG_error 0
"" 149 DG_error 0
"" 152 DG_error 0
"" 158 DG_error 0
"" 163 DG_error 0
"" 169 DG_error 0
"" 173 DG_error 0
"" 176 DG_error 0
"" 182 DG_error 0
"" 187 DG_error 0
"" 193 DG_error 0
"" 197 DG_error 0
"" 200 DG_error 0
"" 206 DG_error 0
"" 211 DG_error 0
"" 217 DG_error 0
"" 221 DG_error 0
"" 224 DG_error 0
"" 230 DG_error 0
"" 235 DG_error 0
"" 241 DG_error 0
"" 245 DG_error 0
"" 248 DG_error 0
"" 254 DG_error 0
"" 259 DG_error 0
"" 265 DG_error 0
"" 269 DG_error 0
"" 272 DG_error 0
"" 278 DG_error 0
"" 283 DG_error 0
"" 289 DG_error 0
"" 293 DG_error 0
"" 296 DG_error 0
"" 302 DG_error 0
"" 307 DG_error 0
"" 313 DG_error 0
"" 317 DG_error 0
"" 320 DG_error 0
"" 326 DG_error 0
"" 331 DG_error 0
"" 337 DG_error 0
"" 341 DG_error 0
"" 344 DG_error 0
"" 350 DG_error 0
"" 355 DG_error 0
"" 361 DG_error 0
"" 365 DG_error 0
"" 368 DG_error 0
"" 374 DG_error 0
"" 379 DG_error 0
"" 385 DG_error 0
"" 389 DG_error 0
"" 392 DG_error 0
"" 398 DG_error 0
"" 403 DG_error 0
"" 409 DG_error 0
"" 413 DG_error 0
"" 416 DG_error 0
"" 422 DG_error 0
"" 427 DG_error 0
"" 433 DG_error 0
"" 437 DG_error 0
"" 440 DG_error 0
"" 446 DG_error 0
"" 451 DG_error 0
"" 457 DG_error 0
"" 461 DG_error 0
"" 464 DG_error 0
"" 470 DG_error 0
